App Number,Tax Professional,Address,"City, State, Zip",Contact,Phone,Email,General Contractor,Address,"City, State, Zip",Contact,Phone,Email,Energy_Consultant,Address,"City, State, Zip",Contact,Phone,Email,Investor,Address,"City, State, Zip",Contact,Phone,Email,Analyst,Address,"City, State, Zip",Contact,Phone,Email,Appraiser,Address,"City, State, Zip",Contact,Phone,Email,Consultant,Address,"City, State, Zip",Contact,Phone,Email
CA-24-522,Novogradac,"1160 Battery Street, East Bldg 225","San Francisco, CA 94111",Thomas Stagg,425-519-1234,thomas.stagg@novoco.com,ECON Construction,13230 Evening Creek Dr #213,"San Diego, CA 92128",Geoff McMillen,619-520-0148,gmcmillen@econgc.com,VCA Green  ,1845 W Orangewood Ave #220,"Orange, CA 92868",Glen Folland ,(714) 363-4700,gfolland@vca-green.com,Redstone Equity Partners,5800 Armada Dr Sauite 235,"Carlsbad, CA 92008",Matt Grosz,619-535-3903,matt.grosz@redstoneequity.com,Novogradac Consulting LLP,"6060 North Central Expressway, 5th Floor","Dallas, TX 75206",Rebecca Arthur,913-312-4615,Rebecca.Arthur@novoco.com,CBRE,"400 South Hope Street, 25th Floor ","Los Angeles, CA 900071","Michael J. Thiel, MAI",760-443-4399,michael.thiel2@cbre.com ,,,,,,
CA-24-523,KELVIN BROWN & ASSOC,628 SECOND AVE; STE 105,"CROCKETT,  CA  94564",KRISTINA ASHOO,510-787-1603,kristina@KBTax.com,Overra Construction,100 Parr Boulevard,"Richmond, CA 94801",Carl Overra,510-234-0926,carlo@overra.com,MONTEREY ENGERGY GROUP INC,26455 CARMEL RANCHO BL #8,"CARMEL, CA 93923",Staff Assigned,831-375-8328,info@meg4.com,TBD,,,,,,CONCORD GROUP,"369 San Miguel Dr., #265","Newport Beach,  CA  92666",Caitlin Reyna,415-397-5490,ccr@theconcordgroup.com,BLAKE & ASSOCIATES,500 YGNACIO VALLEY RD #280,"WALNUT CREEK, CA 94596","BRIAN RAPELA, MAI",925-356-0950,BRAPELA@JOSEPHJBLACK.COM,,,,,,
CA-24-524,Goldfarb and Lipman,"1300 Clay St.- 11 Floor, City Center Plaza","Oakland, CA 94612",Isabel Brown,,ibrown@goldfarblipman.com,,,,,,,Valley Energy Consultants,"2201 Francisco Drive, Suite 140‐451","El Dorado Hills, CA 95762",Michael P. McDermott,(916) 933‐5791,mikem@themcdermottgroup.com,RBC Community Investments,9788 Wexford Circle,"Granite Bay, CA 95746",Stacie Altmann,(628) 233-4862,stacie.altmann@rbccm.com,Smith and Associates,"111 Woodmere Road, Suite 140","Folsom, CA 95630",John C. Carrothers,916 357‐5860,jcarrothers@smithassociatesinc.com,Smith and Associates,"111 Woodmere Road, Suite 140","Folsom, CA 95630",John C. Carrothers,916 357‐5860,jcarrothers@smithassociatesinc.com,Bureau Veritas,"10461 Mill Run Circle, Suite 1100","Owings Mills, Maryland 21117",Matt Anderson,800.733.0660 ,manderson@emgcorp.com
CA-24-525,Goldfarb & Lipman LLP,"1300 Clay Street, Eleventh Floor","Oakland, CA 94612",Amy DeVaudreuil,619.239.6336,Adevaudreuil@goldfarblipman.com,N/A,,,,,,Partner Energy,"680 Knox St., Suite 150","Los Angeles, CA 90502",Kyle Brumfitt,888.826.1216,KBrumfitt@ptrenergy.com,TBD,,,,,,Novogradac,"Energy Square, 4849 Greenville Avenue, First Floor, Building 2","Dallas, TX 75206",Rebecca S. Arthur,913.312.4615,Rebecca.Arthur@novoco.com,Novogradac,"Energy Square, 4849 Greenville Avenue, First Floor, Building 2","Dallas, TX 75206",Rebecca S. Arthur,913.312.4615,Rebecca.Arthur@novoco.com,N/A,,,,,
CA-24-526,,,,,,,Hilbers Incorporated,"770 N. Walton Ave, Suite 100","Yuba City, CA 95993",Gary Baird,530-673-2947,gbaird@hilbersinc.com,"ENERlite Consulting, Inc.","4750 J St, #19941","Sacramento, CA 95819",Ladan Ghobad,360-324-2941,lghobad@enerlite-consulting.com,Enterprise Community,101 Montgomery St,"San Francisco, CA 94104",Claire Parisa,415-395-9466,cparisa@enterprisecommunity.com,M.E. Shay & Co.,"1724 10th St, Suite 110","Sacramento, CA 95811",Mary Ellen Shay,916-444-0288,meshayco@gmail.com,Bender Rosenthal Incorporated,"2825 Watt Ave, Suite 200","Sacramento, CA 95821",David B. Wraa,916-978-4900,dwraa@bri.com,,,,,,
CA-24-527,Levitt & Rosenblum ,"10801 National Blvd., #604","Los Angeles, CA 90064",Jeff Rosenblum,310-441-1233,jeff@levittandrosenblum.com,TBD,,,,,,Partner Energy,"680 Knox Street, Suite 150","Los Angeles, CA 90502",Kyle Brumfitt,310-622-8854,kbrumfitt@ptrenergy.com,National Equity Fund (NEF),"500 South Grand Ave., Suite 2300","Los Angeles, CA ",Todd Fabian ,213-479-4602,,Novogradac & Company LLP,"1160 Battery Street, East Building, Suite 225","San Francisco, CA 94111",Rebecca Arthur,"913.312.4615

",Rebecca.Arthur@novoco.com,STRINGER APPRAISALS,1655 Ashland Avenue,"Santa Monica, CA 90405","THOMAS D. STRINGER, MAI",(310) 701-9895,,,,,,,
CA-24-528,Novogradac Consulting LLP,1160 Battery Street East Building,"San Francisco, CA, 94111",Rachel B. Denton,9133124612,rachel.denton@novoco.com,C&S Companies,"2355 Northside Drive, Suite 350","San Diego, CA 92108",Cory Hazlewood,6192969373,chazlewood@cscos.com,,,,,,,Richman Group,"707 Southwest Washington St, Suite 1510","Portland, OR 97205",Terry Gentry,800.425.9503,GentryT@richmancapital.com,Novogradac Consulting LLP,1160 Battery Street East Building,"San Francisco, CA, 94111",Rachel B. Denton,9133124612,rachel.denton@novoco.com,Novogradac Consulting LLP,1160 Battery Street East Building,"San Francisco, CA 94111",Rachel B. Denton,9133124612,rachel.denton@novoco.com,,,,,,
CA-24-529,"Bocarsly, Emden, Cowan, Esmail & Arndt, LLP","633 West Fifth Street, Suite 5880","Los Angeles, CA 90071",Eugene Cowan,2132398015,ecowan@bocarsly.com,"Portrait Construction, Inc.","265 North Joy Street, Suite 200","Corona, CA  92879",John Jessup,9515208898,jjessup@portraitconstructioninc.com,VCA Green ,"1845 W. Orangewood Ave, Suite 220","Orange, CA 92868",Moe Fakih,7143634700,mfakih@vca-green.com,U.S. Bancorp Community Development Corporation,"950 17th Street, 3rd Floor","Denver, CO 80202",Sebastian Glowacki,(303) 585-4230,sebastian.glowacki@usbank.com,"Kinetic Valuation Group, Inc.","3901 S 147th Street, Suite 144","Omaha, NE 68144",Jay A. Wortmann,(402) 202-0771,jay@kvgteam.com,"Kinetic Valuation Group, Inc.","3901 S 147th Street, Suite 144","Omaha, NE 68144",Jay A. Wortmann,(402) 202-0771,jay@kvgteam.com,N/A,,,,,
CA-24-530,"Goldfarb & Lipman, LLP","1300 Clay Street, 11th Floor","Oakland, CA 94612",Margaret F. Jung,510-863-6336,mjung@goldfarblipman.com,To Be Determined,,,,,,To Be Determined,,,,,,To Be Determined,,,,,,Kenetic Valuation Group,"11060 Oak Street, St. 6","Omaha, NE 68144",Jay A. Workmann,402-202-0771,jay@kvgteam.com,Valbridge Property Advisors,4915 Calloway Dr. #101,"Bakersfield, CA 93312",Michael C. Burger,661-587-1010,mburger@valbridge.com,NA,,,,,
CA-24-531,Sabelhaus & Strain PC,"1724 10th Street, Suite 110","Sacramento, CA 95811",Stephen Strain,9164440286,sstrain@sabelhauslaw.com,Stamas Corporation,3007 Douglas Boulevard Suite 170,"Roseville, CA 95661",Paul Z. Stamas,9167830330,pzstamas@surewest.net,,,,,,,WNC & Associates,17782 Sky Park Circle,"Irvine, CA 92614",Jessica Captanis,9494392616,jcaptanis@wncinc.com,"Raney Planning & Management, Inc.","1501 Sports Drive, Suite A","Sacramento, CA 95834",Stefanie Williams,9163726100,swilliams@laurinassociates.com,,,,,,,,,,,,
CA-24-532,Sabelhaus & Strain PC,"1724 10th Street, Ste. 110","Sacramento, CA 95811",Stephen A. Strain,(916) 444-0286,sstrain@sabelhauslaw.com,,,,,,,,,,,,,Enterprise Housing Credit Investments,"11000 Broken Land Parkway, Ste. 700","Columbia, MD 21044",Philip Porter,(410) 772-2594,pporter@enterprisecommunity.com,M.E. Shay & Co.,"1724 10th St, Ste. 110","Sacramento, CA 95811",Mary Ellen Shay,(916) 444-0288,meshayco@gmail.com,"Kinetic Valuation Group, Inc.",P.O. Box 68,"Corona Del Mar, CA 92625",Amanda Baker,(402) 305-1693,amanda@kvgteam.com,,,,,,
CA-24-533,Leavitt Christensen & Co. PLLC,6149 N Meeker Pl #250,"Boise, ID 83713",Ryan Leavitt,2082875353,ryan@leavittchristensen.com,Danco Builders Northwest,5251 Ericson Way,"Arcata, CA 95521",Chris Dart,707-825-1531,cdart@danco-group.com,Redwood Energy,1887 Q Street,"Arcata, CA 95521",Sean Armstrong,7078221857,sarmstrongpm@gmail.com,Boston Financial ,"8335 Sunset Blvd, Ste 203 ","West Hollywood, CA 90069",Roy Faerber ,3108604550,Roy.Faerber@bfim.com,Laurin Associates,1501 Sports Drive,"Sacramento, CA 96834",Stefanie Williams,9163726100,swilliams@laurinassociates.com,,,,,,,,,,,,
CA-24-534,,,,,,,Cahill Contractors,"1111 Broadway, Suite 1340","Oakland, CA 94607",Arash Baradaran,415-677-0628,abaradaran@cahill-sf.com,Beyond Efficiency Inc,320 E Broadway Ste 2C,Jackson WY 83001,Jennifer Love,415.236.1333,jen@beyondefficiency.us,TBD,,,,,,Raney Planning & Management Inc,"1501 Sports Dr, Ste A",Sacramento CA 95834,Stefanie Williams,916-372-6100,swilliams@laurinassociates.com,,,,,,,,,,,,
CA-24-535,Gubb & Barshay,"235 Montgomery St, Ste 1110","San Francisco, CA 94104",Erica Williams Orcharton,(415) 992-3675,ewilliams@gubbandbarshay.com,Guzman Construction Group/Marinship Development ,885 Folsom Street,"San Francisco, CA, 94107",Miguel Guzman,(415) 859-1345,miguel@guzmangc.com,Bright Green Strategies,820 Deleware Street,"Berkeley, CA 94710",Sharon Block,(510) 863-1109,sharon@brightgreenstrategies.com,To be determined.,,,,,,Newport Realty Advisors,2601 Chestnut St,"San Francisco, CA 94123",Charlie Castro,(415) 835-6060,Charlie@NewportRealtyAdvisors.com,Colliers,29791 Network Place,"Chicago, IL, 60673",Hillary Hmura,312 602 6180,Hillary.Hmura@colliers.com,N/A.,,,,,
CA-24-536,"Novogradac & Company, LLP","246 First Street, 5th Floor","San Francisco, CA 94105",James R. Kroger,4153568016,jim.kroger@novoco.com,To Be Determined,,,,,,831 Conserve,"135 Aviation Way, Ste. 7","Watsonville, CA 95076",Stacie Bagnasco,8317264018,Stacie@831Conserve.com,,,,,,,"Novogradac & Company, LLP","7227 Metcalf Avenue, Suite 250","Overland Park, KS 66204","Rebecca S. Arthur, MAI",9132623500,rebecca.arthur@novoco.com,,,,,,,,,,,,
CA-24-537,Gubb & Barshay LLP,"235 Montgomery Street, Suite 1110","San Francisco, CA 94104",Nicole Kline,4157816600,nkline@gubbandbarshay.com,TBD,,,,,,Alternative Energy Systems ,96 N. Madison Ave,"Pasadena, CA 91101",Troy Lindquist,2137878238,troy@title24energy.com,"Enterprise Housing Credit Investments, LLC  ","70 Corporate Center, 1100 Broken Land Parkway, Suite 700","Columbia, MD 21044",Reagan Maechling ,2137878238,rmaechling@enterprisecommunity.com,Newport Realty Advisors LLC ,1699 Van Ness Avenue ,"San Francisco, CA 94109",Charlie Castro ,9497232003,charlie@newportrealtyadvisors.com,Norris Realty Advisors ,"101 East Green Street, Suite 9","Pasadena, CA 91105",Steven R. Norris ,6264059922,steve@norrisadvisors.com,N/A,,,,,
CA-24-538,Gubb & Barshay,"235 Montgomery St., Suite 1110","San Francisco, CA 94104",Henry Loh II,415-354-3618,hloh@gubbandbarshay.com,TBD,,,,,,TBD,,,,,,"Raymond James Affordable Housing Investments, Inc.","5420 La Jolla Blvd., Suite B104","La Jolla, CA 92037","Kevin Kilbane, Managing Director",216-509-1342,kevin.kilbane@raymondjames.com,"Kinetic Valuation Group, Inc.","3901 S. 147th Street, Suite 144","Omaha, NE 68144",Jay Wortmann,402-202-0771,jay@kvgteam.com,Buss-Shelger Associates,"970 W. 190th Street, Suite 350","Torrance, CA 90502","Ronald L. Buss, MAI",213-388-7272,busshelger@pacbell.net,N/A,,,,,
CA-24-539,Novogradac,"1160 Battery Street, East Bldg 225","San Francisco, CA 94111",Thomas Stagg,425-519-1234,thomas.stagg@novoco.com,ECON Construction,13230 Evening Creek Drive #213,"San Diego, CA 92128",Geoff McMillen,619-520-0148,gmcmillen@econgc.com,,,,,,,Red Stone Equity Partners,"5800 Armada Dr., Suite 235","Carlsbad, CA 92008",Matt Grosz,619-535-3903,matt.grosz@redstoneequity.com,Novogradac Consulting LLP,"6060 North Central Expressway, 5th Floor","Dallas, TX 75206",Rebecca Arthur,913-312-4615,Rebecca.Arthur@novoco.com,CBRE,"400 South Hope Street, 25th Floor ","Los Angeles, CA 900071","Michael J. Thiel, MAI",760-443-4399,michael.thiel2@cbre.com ,,,,,,
CA-24-540,"Dauby O'Conner & Zaleski, LLC",501 Congressional Blvd,"Carmel, IN 46032",Thomas Wilson,(317) 848-5700,twilson@dozllc.com,TBD,,,,,,In Balance Green Consulting ,1411 Marsh St. #109,"San Luis Obispo, CA 93401",Jennifer Rennick,(805) 423-8359,jennifer@inbalancegreenc.om,"Red Stone Equity Partners, LLC",90 Park Ave 28th Fl,"New York, NY 10016",Matt Grosz,(858) 752-2066,Matt.Grosz@RedstoneEquity.com,Novogradac Consulting LLP,"6700 Antioch Road, Suite 450","Merriam, KS 66204",Rachel Denton,(913) 677-4600,rachel.denton@novoco.com,Novogradac Consulting LLP,"6700 Antioch Rd, Suite 450","Merriam, Kansas 66204",Rachel Denton,(913) 312-4612,rachel.denton@novoco.com,,,,,,
CA-24-541,Lindquist von Husen & Joyce LLP,301 Howard St. Suite 850,"San Francisco, CA 94105",Charlotte Tay,415-957-9999,ctay@lvhj.com,TBD,,,,,,TBD,,,,,,Enterprise Housing Credit Investments,11000 Broken Land Parkway,"Columbia, MD 21044",Scott Hoekman,410-772-2508,,"Laurin Associates, a division of Raney Planning & Management",1501 Sports Drive,"Sacramento, CA 95834",Stefanie Williams,916-372-6100,,Stringer Apraisals,1655 Ashland Ave.,"Santa Monica, CA 90405",Thomas D. Stringer,310-701-9895,,N/A,,,,,
CA-24-542,Cox Castle,"50 California Street, Ste. 3200","San Francisco, CA 94104",Ofer Elitzur,4152625165,oelitzur@coxcastle.com,"Echelcon, Inc.",945 W. Julian Street ,"San Jose, CA 95126",Gustavo Auqui,4086455158,gustavoa@echelcon.com,Bright Green Strategies,"1717 Seabright Avenue, Suite 4","Santa Cruz, CA 95062",Pete Kennedy,831-454-9956,pete@brightgreenstrategies.com,TBD,,,,,,Kinetic Valuation Group,"3901 S. 147th Street, Ste. 144","Omaha, NE 68144",Jay Wortmann,402.202.0771,jay@kvgteam.com,N/A,,,,,,N/A,,,,,
CA-24-543,,,,,,,,,,,,,,,,,,,"AEGON USA Realty Advisors, LLC","505 Sansome Street, Suite 1700","San Francisco, CA 94111",Gary Howe,415-983-5452,gahowe@aegonam.com,"Kinetic Valuation Group, Inc.",PO Box 68,"Corona Del Mar, CA 92625",Jay A. Wortmann,,jay@kvgteam.com,"Kinetic Valuation Group, Inc.",PO Box 68,"Corona Del Mar, CA 92625",Jay A. Wortmann,818-914-1892,jay@kvgteam.com,,,,,,
CA-24-544,Goldfarb & Lipman,"1300 Clay Street, 11th Floor","Oakland, CA 94612",Amy DeVaudreuil,5108366336,adevaudreuil@goldfarblipman.com,TBD,,,,,,TBD,,,,,,National Equity Fund Inc.,"500 S. Grand Avenue, Suite 2300","Los Angeles, CA 90071",Todd Fabian,2132403144,Tfabian@nefinc.org,Kinetic Valuation,11060 Oak Street Suite 6,"Omaha, NE 68144",Amanda Baker,8189141892,amanda@kvgteam.com,Kinetic Valuation,11060 Oak Street Suite 6,"Omaha, NE 68144",Amanda Baker,8189141892,amanda@kvgteam.com,N/A,,,,,
CA-24-545,Goldfarb & Lipman,"1300 Clay Street, 11th Floor","Oakland, CA 94612",Amy DeVaudreuil,5108366336,adevaudreuil@goldfarblipman.com,TBD,,,,,,TBD,,,,,,National Equity Fund Inc.,"500 S. Grand Avenue, Suite 2300","Los Angeles, CA 90071",Todd Fabian,2132403144,Tfabian@nefinc.org,Kinetic Valuation,11060 Oak Street Suite 6,"Omaha, NE 68144",Amanda Baker,8189141892,amanda@kvgteam.com,Kinetic Valuation,11060 Oak Street Suite 6,"Omaha, NE 68144",Amanda Baker,8189141892,amanda@kvgteam.com,N/A,,,,,
CA-24-546,Bocarsly Emden Cowan Esmail & Arndt LLP,633 W 5th St 64th Floor,"Los Angeles, CA 90071",Nicole Deddens,(213) 239-8029,ndeddens@bocarsly.com,Core Builders,470 South Market Street,"San Jose, CA 95113",Chrissie Davis,(408) 293-9728,cdavis@corebuildersgc.com,Bright Green Strategies,820 Delaware Street,"Berkeley, CA 94710",Steve Davis,(831) 454-9956,steve@brightgreenstrategies.com,"Raymond James Affordable Housing Investments, Inc.",5420 La Jolla Boulevard,"La Jolla, CA 92037",Kevin Kilbane,(216) 509-1342,kevin.kilbane@raymondjames.com,The Concord Group,"180 Montgomery Street, Suite 2350","San Francisco, CA 94104",Tim Cornwell,(415) 397-5490,tmc@theconcordgroup.com,Colliers,"101 2nd Street, 11th Floor","San Francisco, CA 94105",Vathana Duong,(415) 851-0807,vathana.duong@colliers.com,N/A,,,,,
CA-24-547,Bocarsly Emden Cowan Esmail & Arndt LLP,"633 West Fifth Street, 64th Floor","Los Angeles, CA 90071",Eugene Cowan,2132398015,ecowan@bocarsly.com,TBD,,,,,,Partner Energy,"680 Knox St, Suite 150","Los Angeles, CA 90502",Kyle Brumfitt,3106228854,kbrumfitt@ptrenergy.com,Raymond James,5420 La Jolla Blvd #B104,"La Jolla, CA 92037",Kevin Kilbane,(216) 509-1342,Kevin.Kilbane@RaymondJames.com,Kinetic Valuation Group,"3901 S. 147th Street, Suite 144 ","Omaha, NE 68144",Jay A. Wortmann,(402) 202-0771,Jay@kvgteam.com,"Cressner & Associates, Inc.",12041 Pine Street,"Los Alamitoes, CA 90720",Theodore A. Cressner,5263435288,cressner@mindspring.com,N/A,,,,,
CA-24-548,Sabelhaus & Strain PC,"1724 10th Street, Suite 110","Sacramento, CA 95811",Stephen Strain,(916) 444-0286,sstrain@sabelhauslaw.com,,,,,,,,,,,,,Walker & Dunlop,"7272 Wisconsin Avenue, Suite 1300","Bethesda, Maryland 20814",Jennifer Erixon,818-449-5800,jerixon@walkerdunlop.com,"Raney Planning & Management, Inc.","1501 Sports Drive, Suite A","Sacramento, CA 95834",Stefanie Williams,9163726100,swilliams@laurinassociates.com,,,,,,,,,,,,
CA-24-549,Tidwell Group,5901 Peachtree Dunwoody Rd,"Atlanta, GA 30328",Jeremy Densmore,4702736619,jeremy.densmore@tidwellgroup.com,Imperial Contracting,16573 N 92nd St Ste 125,"Scottsdale, AZ 85260",Kevin Finkle ,(480) 892-9157,kfinkle@icppa.com,Partner Energy ,"24 Executive Park, Suite 100","Irvine, CA 92617",Rob Vaughn,949-378-8767,RVaughn@partneresi.com,,,,,,,Kinetic Valuation Group,3901 S 147th Street ,"Omaha, NE 68144",Jay Wortmann ,402-202-0771,jay@kvgteam.com,Kinetic Valuation Group,3901 S 147th Street ,"Omaha, NE 68144",Jay Wortmann ,402-202-0771,jay@kvgteam.com,Partner Energy ,"24 Executive Park, Suite 100","Irvine, CA 92617",Rob Vaughn,949-378-8767,RVaughn@partneresi.com
CA-24-550,Bergman and Allderdice,"1200 Wilshire Blvd., Suite 610","Los Angeles, CA  90017",Beth S. Bergman,213.736.5101,bbergman@b-alaw.com,,,,,,,,,,,,,,,,,,,Novogradac Consulting LLP,1160 Battery Street East Building,"San Francisco, CA, 94111",Rachel B. Denton,(913) 312-4612					,rachel.denton@novoco.com,Novogradac Consulting LLP,1160 Battery Street East Building,"San Francisco, CA, 94111",Rachel B. Denton,9133124612,rachel.denton@novoco.com,,,,,,
CA-24-551,"Bernie Rea, CPA",P.O. Box 492,"Aubrey, TX 76227",Bernie Rea,2099339113,breacpa@aol.com,"C.F.Y. Development, Inc.										","1724 10th Street, Ste. 120										","Sacramento, CA 95811										",Cyrus Youssefi										,(916) 446-4040					,cfyinc@yahoo.com										,,,,,,,WNC & Associates,17782 Sky Park Circle,"Irvine, CA 92614",Jessica Captanis,9494392616,jcaptanis@wncinc.com,Raney Planning & Management Inc										,1501 Sports Dr										,"Sacramento, CA 95834										",Stefanie Williams										,(916) 419-6108					,swilliams@laurinassociates.com,,,,,,,,,,,,
CA-24-552,"Odu & Associates, PC",31805 Temecula Parkway #720,"Temecula, CA 92592","Nkechi Odu, Esq. ",(951) 215-6212,nkechi@odulaw.com,"Emmerson Construction, Inc. ",6339 Paseo Del Lago,"Carlsbad, CA 92011",Rob Campbell,760-456-6020,rcampbell@emmersonconstruction.com,TBD,,,,,,Raymond James,5420 La Jolla Blvd.; #B104,"La Jolla, CA 92037",Kevin Kilbane,2165091342,kevin.kilbane@raymondjames.com,Kinetic Valuation Group,"3901 S. 147th Street, Suite 144","Omaha, NE, 68144",Jay A. Wortmann,402-202-0771,jay@kvgteam.com,Kinetic Valuation Group,"3901 S. 147th Street, Suite 144","Omaha, NE, 68144",Jay A. Wortmann,402-202-0771,jay@kvgteam.com,N/A,,,,,
CA-24-553,Gubb and Barshay,"235 Montgomery Street, Suite 1110","San Francisco, CA 94104",Nicole Kline,415-781-6600,nkline@gubbandbarshay.com ,Tricorp Corporation,"2540 Warren Drive, Suite A","Rocklin, CA 95677",Ryan Smith,916-779-8010,rsmith@tricorp-group.com,So Cal HERS Raters,2840 Fletcher Pkwy #213,"El Cajon, CA 92020",Kevin Rasmussen ,619-693-8510,kvnras@gmail.com,TBD,,,,,,Laurin Associates,"1501 Sports Drive, Suite A","Sacramento, CA 95834",Stefanie Williams,916-372-6100,swilliams@laurinassociates.com,Kinetic Valuation Group,PO Box 68,"Corona Del Mar, CA 92625",Jay Wortmann,818-914-1892,jay@kvgteam.com,N/A,,,,,
CA-24-554,HCVT,"3011 Townsgate Road, Suite 400","Westlake Village, CA 91361",Dave Bierhorst ,310-502-2635,dave.bierhorst@hcvt.com,Precision General Commercial,"7520 Redwood Blvd, Suite 214","Novato, CA 94945",Tom Dawson,415-332-8390,td@precisiongc.com ,,,,,,,Raymond James,"5420 La Jolla Blvd, Suite B104","La Jolla, CA 92307",Kevin Kilbane,216-509-1342,kevin.kilbane@raymondjames.com ,Novogradic,"4449 Easton Way, 2nd floor","Columbus, OH 43219",Robert McCarthy,419-206-1991,robert.mccarthy@novoco.com ,Colliers International ,"7485 N. Palm Ave., Suite 110","Fresno, CA 93711",John Larson,559-221-7391,john.lawson@colliers.com ,,,,,,
CA-24-555,Bocarsly Emden Cowan Esmail & Ardnt LLP										,"633 W. 5th Street, 64th Floor										","Los Angeles, CA 90071										",Nicole Deddens										,213-239-8029,ndeddens@bocarsly.com,TBD,,,,,,TBD,,,,,,TBD,,,,,,"Raney Planning & Management, Inc.","1501 Sports Drive, Suite A","Sacramento, CA 95834										",Stefanie Williams,916-372-6100,swilliams@laurinassociates.com,CBRE,"400 South Hope Street, 25th Floor ","Los Angeles, CA 90017",Michael Thiel,213-613-3355 ,michael.thiel2@cbre.com,,,,,,
CA-24-556,TBD,,,,,,TBD,,,,,,"Nova Group, GBC","5320 West 23rd Street, Suite 270","St. Louis Park, MN 55416",Kristin Tate,(832) 541-4487,kristin.tate@novagroupgbc.com,R4 Capital,"895 Dove Street, Suite 450","Newpork Beach, CA 92660",Cory Bannister,949-438-1056,cbannister@r4cap.com,Novogradac & Company LLP,6700 Antioch Rd #450,"Merriam, KS, 66204",Rachel Denton,913-312-4612,Rachel.Denton@novoco.com,Novogradac & Company LLP,6700 Antioch Rd #450,"Merriam, KS, 66204",Rachel Denton,913-312-4612,Rachel.Denton@novoco.com,"Nova Group, GBC","5320 West 23rd Street, Suite 270","St. Louis Park, MN 55416",Kristin Tate,(832) 541-4487,kristin.tate@novagroupgbc.com
CA-24-557,"Beebout, Williams & Olds CPAs","900 University Ave., Suite 100","Sacramento, CA 95825",James B. Williams,9168581680,jamie.williams@bwocpa.com,"Hurley Construction, Inc.","1801 I Street, Suite 200","Sacramento, CA 95811",Tony Patillo,9166697907,tap@antoncap.com,,,,,,,WNC,17782 Sky Park Circle,"Irvine, CA 92614",Jessica Captanis,9494392616,JCaptanis@wncinc.com,Laurin Associates,"1501 Sports Drive, Suite A","Sacramento, CA 95834",Stefanie Williams,9163726100,swilliams@laurinassociates.com,,,,,,,,,,,,
CA-24-558,Tidwell Group,1277 Lenox Park Blvd NE suite 400,"Atlanta, GA 30319",Jeremy Densmore,470.273.6619,,,,,,,,"Nova Group, GBC",,"Portland, ME 04101",Keely Felton,(207) 939-4983,keely.felton@novagroupgbc.com,R4 Capital,"895 Dove Street, Suite 450","Newport Beach, CA 92660",Cory Bannister,949-438-1056,,Novogradac & Company LLP,"6700 Antioch Rd #450,","Merriam, KS, 66204",Rachel Denton,(913) 312-4612,Rachel.Denton@novoco.com,Novogradac & Company LLP,"6700 Antioch Rd #450,","Merriam, KS, 66204",Rachel Denton,(913) 312-4612,Rachel.Denton@novoco.com,"Nova Group, GBC","5320 West 23rd Street, Suite 270","St. Louis Park, MN 55416",Kristin Tate,(832) 541-4487,
CA-24-559,Bocarsly Emden Cowan Esmail & Arndt LLP,"633 W. 5th Street, 64th Floor","Los Angeles, CA 90071",Eugene Cowan,(213) 239-8015,ecowan@bocarsly.com,TBD,,,,,,TBD,,,,,,TBD,,,,,,"Raney Planning & Management, Inc.","1501 Sports Drive, Suite A","Sacramento, CA 95834",Stefanie Williams,9163726100,swilliams@laurinassociates.com,N/A,,,,,,N/A,,,,,
CA-24-560,Bocarsly Emden Cowan Esmail & Arndt LLP,"633 West Fifth Street, 70th Floor","Los Angeles, CA 90071",Eugene Cowan,213-239-8000,ecowan@bocarsly.com,Midstate Construction Corporation,1180 Holm Road,"Petaluma, CA 94954",Roger Nelson,707-762-3200,rogern@midstateconstruction.com,E3 California,"2701 Cottage Way, Suite 3","Sacramento, CA 95825",David Houseworth,916-520-0833,dhouseworth@e3cainc.com,"Enterprise Housing Credit Investments, LLC","70 Corporate Center, 11000 Broken Land Parkway, Suite 700","Columbia, MD 21044",Philip Porter,410-964-0552,pporter@enterprisecommunity.com,Raney Planning and Management,"1501 Sports Drive, Suite A","Sacramento, CA 95834",Stefanie Williams,916-372-6100,swilliams@laurinassociates.com,Novogradac Consulting LLP,"1160 Battery Street, East Building, 4th Floor","San Francisco, CA 94111",Lindsey Sutton,512-349-3212,lindsey.sutton@novoco.com,,,,,,
CA-24-561,"Bowman & Company, LLP","10100 Trinity Parkway, Suite 320","Stockton, CA 95219",Tara Eastwood,209-473-1040,teastwood@cpabowman.com,ECON Construction,13230 Evening Creek S. Ste 213,"San Diego, CA 92128",Geoff McMillen,858-486-7890,gmcmillen@econgc.com,Partner Energy,"680 Knox Street, Suite 150","Los Angeles, CA 90502",Lance Collins,310-356-2193,lcollins@ptenergy.com,Raymond James,5420 La Jolla Blvd. #B104,"La Jolla, CA 92037",Kevin Kilbane,213-509-1342,Kevin.Kilbane@RaymondJames.com,"Market Insights Consulting, LLC","30021 Tomas Street, Suite 300","Rancho Sta Margarita, CA 92688",Buck Panchal,949-709-1938,panchal@marketinsights.info,Stringer Appraisals,1666 Ashland Avenue,"Santa Monica, CA 90405",Tom Stringer,310-399-2985,tdstringer@aol.com,N/A,,,,,
